id	source	langauge	query	souce_id	url	signature
1285	leetcodeTitles	java	Number of Lines To Write String	806	https://leetcode.com/problems/number-of-lines-to-write-string/	"public int[] numberOfLines(int[] widths, String s) {"
1286	leetcodeTitles	java	Set Mismatch	645	https://leetcode.com/problems/set-mismatch/	"public int[] findErrorNums(int[] nums) {"
1287	leetcodeTitles	java	Construct the Rectangle	492	https://leetcode.com/problems/construct-the-rectangle/	"public int[] constructRectangle(int area) {"
1288	leetcodeTitles	java	Group Anagrams	49	https://leetcode.com/problems/group-anagrams/	"public List<List<String>> groupAnagrams(String[] strs) {"
1289	leetcodeTitles	java	Single Element in a Sorted Array	540	https://leetcode.com/problems/single-element-in-a-sorted-array/	"public int singleNonDuplicate(int[] nums) {"
1290	leetcodeTitles	java	Most Visited Sector in a Circular Track	1560	https://leetcode.com/problems/most-visited-sector-in-a-circular-track/	"public List<Integer> mostVisited(int n, int[] rounds) {"
1291	leetcodeTitles	java	Add Strings	415	https://leetcode.com/problems/add-strings/	"public String addStrings(String num1, String num2) {"
1292	leetcodeTitles	java	Design Bitset	2166	https://leetcode.com/problems/design-bitset/	"public void fix(int idx) {"
1293	leetcodeTitles	java	Out of Boundary Paths	576	https://leetcode.com/problems/out-of-boundary-paths/	"public int findPaths(int m, int n, int maxMove, int startRow, int startColumn) {"
1294	leetcodeTitles	java	Check if N and Its Double Exist	1346	https://leetcode.com/problems/check-if-n-and-its-double-exist/	"public boolean checkIfExist(int[] arr) {"
1295	leetcodeTitles	java	Get Equal Substrings Within Budget	1208	https://leetcode.com/problems/get-equal-substrings-within-budget/	"public int equalSubstring(String s, String t, int maxCost) {"
1296	leetcodeTitles	java	Number of Restricted Paths From First to Last Node	1786	https://leetcode.com/problems/number-of-restricted-paths-from-first-to-last-node/	"public int countRestrictedPaths(int n, int[][] edges) {"
1297	leetcodeTitles	java	Unique Paths	62	https://leetcode.com/problems/unique-paths/	"public int uniquePaths(int m, int n) {"
1298	leetcodeTitles	java	Combination Sum II	40	https://leetcode.com/problems/combination-sum-ii/	"public List<List<Integer>> combinationSum2(int[] candidates, int target) {"
1299	leetcodeTitles	java	Find Target Indices After Sorting Array	2089	https://leetcode.com/problems/find-target-indices-after-sorting-array/	"public List<Integer> targetIndices(int[] nums, int target) {"
1300	leetcodeTitles	java	Add Binary	67	https://leetcode.com/problems/add-binary/	"public String addBinary(String a, String b) {"
1301	leetcodeTitles	java	Permutations	46	https://leetcode.com/problems/permutations/	"public List<List<Integer>> permute(int[] nums) {"
1302	leetcodeTitles	java	Even Odd Tree	1609	https://leetcode.com/problems/even-odd-tree/	"public boolean isEvenOddTree(TreeNode root) {"
1303	leetcodeTitles	java	Broken Calculator	991	https://leetcode.com/problems/broken-calculator/	"public int brokenCalc(int startValue, int target) {"
1304	leetcodeTitles	java	Kth Distinct String in an Array	2053	https://leetcode.com/problems/kth-distinct-string-in-an-array/	"public String kthDistinct(String[] arr, int k) {"
1305	leetcodeTitles	java	Find if Path Exists in Graph	1971	https://leetcode.com/problems/find-if-path-exists-in-graph/	"public boolean validPath(int n, int[][] edges, int source, int destination) {"
1306	leetcodeTitles	java	Excel Sheet Column Number	171	https://leetcode.com/problems/excel-sheet-column-number/	"public int titleToNumber(String columnTitle) {"
1307	leetcodeTitles	java	Two Sum IV - Input a BST	653	https://leetcode.com/problems/two-sum-iv-input-is-a-bst/	"public boolean findTarget(TreeNode root, int k) {"
1308	leetcodeTitles	java	Matrix Cells in Distance Order	1030	https://leetcode.com/problems/matrix-cells-in-distance-order/	"public int[][] allCellsDistOrder(int rows, int cols, int rCenter, int cCenter) {"
1309	leetcodeTitles	java	Plates Between Candles	2055	https://leetcode.com/problems/plates-between-candles/	"public int[] platesBetweenCandles(String s, int[][] queries) {"
1310	leetcodeTitles	java	Reorder List	143	https://leetcode.com/problems/reorder-list/	"public void reorderList(ListNode head) {"
1311	leetcodeTitles	java	Restore IP Addresses	93	https://leetcode.com/problems/restore-ip-addresses/	"public List<String> restoreIpAddresses(String s) {"
1312	leetcodeTitles	java	Count Primes	204	https://leetcode.com/problems/count-primes/	"public int countPrimes(int n) {"
1313	leetcodeTitles	java	Number of Nodes in the Sub-Tree With the Same Label	1519	https://leetcode.com/problems/number-of-nodes-in-the-sub-tree-with-the-same-label/	"public int[] countSubTrees(int n, int[][] edges, String labels) {"
1314	leetcodeTitles	java	Maximum Product of Two Elements in an Array	1464	https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array/	"public int maxProduct(int[] nums) {"
1315	leetcodeTitles	java	Most Frequent Subtree Sum	508	https://leetcode.com/problems/most-frequent-subtree-sum/	"public int[] findFrequentTreeSum(TreeNode root) {"
1316	leetcodeTitles	java	Best Time to Buy and Sell Stock	121	https://leetcode.com/problems/best-time-to-buy-and-sell-stock/	"public int maxProfit(int[] prices) {"
1317	leetcodeTitles	java	Nim Game	292	https://leetcode.com/problems/nim-game/	"public boolean canWinNim(int n) {"
1318	leetcodeTitles	java	Number of People Aware of a Secret	2327	https://leetcode.com/problems/number-of-people-aware-of-a-secret/	"public int peopleAwareOfSecret(int n, int delay, int forget) {"
1319	leetcodeTitles	java	Champagne Tower	799	https://leetcode.com/problems/champagne-tower/	"public double champagneTower(int poured, int query_row, int query_glass) {"
1320	leetcodeTitles	java	Remove Palindromic Subsequences	1332	https://leetcode.com/problems/remove-palindromic-subsequences/	"public int removePalindromeSub(String s) {"
1321	leetcodeTitles	java	Delete Columns to Make Sorted II	955	https://leetcode.com/problems/delete-columns-to-make-sorted-ii/	"public int minDeletionSize(String[] strs) {"
1322	leetcodeTitles	java	Integer Replacement	397	https://leetcode.com/problems/integer-replacement/	"public int integerReplacement(int n) {"
1323	leetcodeTitles	java	Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit	1438	https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit/	"public int longestSubarray(int[] nums, int limit) {"
1324	leetcodeTitles	java	Sort Array By Parity II	922	https://leetcode.com/problems/sort-array-by-parity-ii/	"public int[] sortArrayByParityII(int[] nums) {"
1325	leetcodeTitles	java	Maximum Product Subarray	152	https://leetcode.com/problems/maximum-product-subarray/	"public int maxProduct(int[] nums) {"
1326	leetcodeTitles	java	Beautiful Array	932	https://leetcode.com/problems/beautiful-array/	"public int[] beautifulArray(int n) {"
1327	leetcodeTitles	java	Widest Vertical Area Between Two Points Containing No Points	1637	https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points/	"public int maxWidthOfVerticalArea(int[][] points) {"
1328	leetcodeTitles	java	Final Value of Variable After Performing Operations	2011	https://leetcode.com/problems/final-value-of-variable-after-performing-operations/	"public int finalValueAfterOperations(String[] operations) {"
1329	leetcodeTitles	java	Find the Minimum and Maximum Number of Nodes Between Critical Points	2058	https://leetcode.com/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points/	"public int[] nodesBetweenCriticalPoints(ListNode head) {"
1330	leetcodeTitles	java	Minimum Operations to Make the Array Alternating	2170	https://leetcode.com/problems/minimum-operations-to-make-the-array-alternating/	"public int minimumOperations(int[] nums) {"
1331	leetcodeTitles	java	Execution of All Suffix Instructions Staying in a Grid	2120	https://leetcode.com/problems/execution-of-all-suffix-instructions-staying-in-a-grid/	"public int[] executeInstructions(int n, int[] startPos, String s) {"
1332	leetcodeTitles	java	Remove Digit From Number to Maximize Result	2259	https://leetcode.com/problems/remove-digit-from-number-to-maximize-result/	"public String removeDigit(String number, char digit) {"
1333	leetcodeTitles	java	Intersection of Two Linked Lists	160	https://leetcode.com/problems/intersection-of-two-linked-lists/	"public ListNode getIntersectionNode(ListNode headA, ListNode headB) {"
1334	leetcodeTitles	java	Kth Missing Positive Number	1539	https://leetcode.com/problems/kth-missing-positive-number/	"public int findKthPositive(int[] arr, int k) {"
1335	leetcodeTitles	java	Largest Perimeter Triangle	976	https://leetcode.com/problems/largest-perimeter-triangle/	"public int largestPerimeter(int[] nums) {"
1336	leetcodeTitles	java	Apply Discount Every n Orders	1357	https://leetcode.com/problems/apply-discount-every-n-orders/	"public double getBill(int[] product, int[] amount) {"
1337	leetcodeTitles	java	Partition to K Equal Sum Subsets	698	https://leetcode.com/problems/partition-to-k-equal-sum-subsets/	"public boolean canPartitionKSubsets(int[] nums, int k) {"
1338	leetcodeTitles	java	Minimum Cost Homecoming of a Robot in a Grid	2087	https://leetcode.com/problems/minimum-cost-homecoming-of-a-robot-in-a-grid/	"public int minCost(int[] startPos, int[] homePos, int[] rowCosts, int[] colCosts) {"
1339	leetcodeTitles	java	Number of Ways to Split Array	2270	https://leetcode.com/problems/number-of-ways-to-split-array/	"public int waysToSplitArray(int[] nums) {"
1340	leetcodeTitles	java	Keep Multiplying Found Values by Two	2154	https://leetcode.com/problems/keep-multiplying-found-values-by-two/	"public int findFinalValue(int[] nums, int original) {"
1341	leetcodeTitles	java	Avoid Flood in The City	1488	https://leetcode.com/problems/avoid-flood-in-the-city/	"public int[] avoidFlood(int[] rains) {"
1342	leetcodeTitles	java	Solve the Equation	640	https://leetcode.com/problems/solve-the-equation/	"public String solveEquation(String equation) {"
1343	leetcodeTitles	java	Minimum Elements to Add to Form a Given Sum	1785	https://leetcode.com/problems/minimum-elements-to-add-to-form-a-given-sum/	"public int minElements(int[] nums, int limit, int goal) {"
1344	leetcodeTitles	java	Count the Hidden Sequences	2145	https://leetcode.com/problems/count-the-hidden-sequences/	"public int numberOfArrays(int[] differences, int lower, int upper) {"
1345	leetcodeTitles	java	Break a Palindrome	1328	https://leetcode.com/problems/break-a-palindrome/	"public String breakPalindrome(String palindrome) {"
1346	leetcodeTitles	java	Increasing Subsequences	491	https://leetcode.com/problems/increasing-subsequences/	"public List<List<Integer>> findSubsequences(int[] nums) {"
1347	leetcodeTitles	java	LRU Cache	146	https://leetcode.com/problems/lru-cache/	"public int get(int key) {"
1348	leetcodeTitles	java	Kth Smallest Element in a Sorted Matrix	378	https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/	"public int kthSmallest(int[][] matrix, int k) {"
1349	leetcodeTitles	java	Day of the Year	1154	https://leetcode.com/problems/day-of-the-year/	"public int dayOfYear(String date) {"
1350	leetcodeTitles	java	Triangle	120	https://leetcode.com/problems/triangle/	"public int minimumTotal(List<List<Integer>> triangle) {"
1351	leetcodeTitles	java	Grid Game	2017	https://leetcode.com/problems/grid-game/	"public long gridGame(int[][] grid) {"
1352	leetcodeTitles	java	Longest Consecutive Sequence	128	https://leetcode.com/problems/longest-consecutive-sequence/	"public int longestConsecutive(int[] nums) {"
1353	leetcodeTitles	java	Excel Sheet Column Title	168	https://leetcode.com/problems/excel-sheet-column-title/	"public String convertToTitle(int columnNumber) {"
1354	leetcodeTitles	java	Contiguous Array	525	https://leetcode.com/problems/contiguous-array/	"public int findMaxLength(int[] nums) {"
1355	leetcodeTitles	java	Maximum Number of Coins You Can Get	1561	https://leetcode.com/problems/maximum-number-of-coins-you-can-get/	"public int maxCoins(int[] piles) {"
1356	leetcodeTitles	java	Lowest Common Ancestor of a Binary Search Tree	235	https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/	"public TreeNode lowestCommonAncestor(TreeNode root, TreeNode p, TreeNode q) {"
1357	leetcodeTitles	java	Count Prefixes of a Given String	2255	https://leetcode.com/problems/count-prefixes-of-a-given-string/	"public int countPrefixes(String[] words, String s) {"
1358	leetcodeTitles	java	Online Stock Span	901	https://leetcode.com/problems/online-stock-span/	"public int next(int price) {"
1359	leetcodeTitles	java	Reduce Array Size to The Half	1338	https://leetcode.com/problems/reduce-array-size-to-the-half/	"public int minSetSize(int[] arr) {"
1360	leetcodeTitles	java	Bag of Tokens	948	https://leetcode.com/problems/bag-of-tokens/	"public int bagOfTokensScore(int[] tokens, int power) {"
1361	leetcodeTitles	java	Check if a Word Occurs As a Prefix of Any Word in a Sentence	1455	https://leetcode.com/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence/	"public int isPrefixOfWord(String sentence, String searchWord) {"
1362	leetcodeTitles	java	Count Lattice Points Inside a Circle	2249	https://leetcode.com/problems/count-lattice-points-inside-a-circle/	"public int countLatticePoints(int[][] circles) {"
1363	leetcodeTitles	java	Sort Integers by The Power Value	1387	https://leetcode.com/problems/sort-integers-by-the-power-value/	"public int getKth(int lo, int hi, int k) {"
1364	leetcodeTitles	java	Move Zeroes	283	https://leetcode.com/problems/move-zeroes/	"public void moveZeroes(int[] nums) {"
1365	leetcodeTitles	java	Day of the Week	1185	https://leetcode.com/problems/day-of-the-week/	"public String dayOfTheWeek(int day, int month, int year) {"
1366	leetcodeTitles	java	Range Sum Query - Immutable	303	https://leetcode.com/problems/range-sum-query-immutable/	"public int sumRange(int left, int right) {"
1367	leetcodeTitles	java	Max Consecutive Ones III	1004	https://leetcode.com/problems/max-consecutive-ones-iii/	"public int longestOnes(int[] nums, int k) {"
1368	leetcodeTitles	java	Find the Difference of Two Arrays	2215	https://leetcode.com/problems/find-the-difference-of-two-arrays/	"public List<List<Integer>> findDifference(int[] nums1, int[] nums2) {"
1369	leetcodeTitles	java	Minimum Number of Frogs Croaking	1419	https://leetcode.com/problems/minimum-number-of-frogs-croaking/	"public int minNumberOfFrogs(String croakOfFrogs) {"
1370	leetcodeTitles	java	Continuous Subarray Sum	523	https://leetcode.com/problems/continuous-subarray-sum/	"public boolean checkSubarraySum(int[] nums, int k) {"
1371	leetcodeTitles	java	Shortest Completing Word	748	https://leetcode.com/problems/shortest-completing-word/	"public String shortestCompletingWord(String licensePlate, String[] words) {"
