id	source	language	query	source_id	url
2011	leetcode	java	There is an integer array nums sorted in ascending order (with distinct values).	33	https://leetcode.com/problems/search-in-rotated-sorted-array/
2012	leetcode	java	You are given a 0-indexed string s that you must perform k replacement operations on.	833	https://leetcode.com/problems/find-and-replace-in-string/
2013	leetcode	java	A ramp in an integer array nums is a pair (i, j) for which i < j and nums[i] <= nums[j]. The width of such a ramp is j - i.	962	https://leetcode.com/problems/maximum-width-ramp/
2014	leetcode	java	You are given a string s consisting of digits and an integer k. A round can be completed if the length of s is greater than k.	2243	https://leetcode.com/problems/calculate-digit-sum-of-a-string/
2015	leetcode	java	You are given a circle represented as (radius, xCenter, yCenter) and an axis-aligned rectangle represented as (x1, y1, x2, y2), where (x1, y1) are the coordinates of the bottom-left corner, and (x2,	1401	https://leetcode.com/problems/circle-and-rectangle-overlapping/
2016	leetcode	java	Two strings word1 and word2 are considered almost equivalent if the differences between the frequencies of each letter from 'a' to 'z' between word1 and word2 is at most 3.	2068	https://leetcode.com/problems/check-whether-two-strings-are-almost-equivalent/
2017	leetcode	java	Given an integer num, repeatedly add all its digits until the result has only one digit, and return it.	258	https://leetcode.com/problems/add-digits/
2018	leetcode	java	You are given an integer array nums. The range of a subarray of nums is the difference between the largest and smallest element in the subarray.	2104	https://leetcode.com/problems/sum-of-subarray-ranges/
2019	leetcode	java	For two strings s and t, we say "t divides s" if and only if s = t + ... + t (i.e., t is concatenated with itself one or more times).	1071	https://leetcode.com/problems/greatest-common-divisor-of-strings/
2020	leetcode	java	Given a non-empty array of integers nums, every element appears twice except for one. Find that single one.	136	https://leetcode.com/problems/single-number/
2021	leetcode	java	You are given an array items, where each items[i] = [typei, colori, namei] describes the type, color, and name of the ith item.	1773	https://leetcode.com/problems/count-items-matching-a-rule/
2022	leetcode	java	Given an array of integers nums and an integer k, return the number of unique k-diff pairs in the array.	532	https://leetcode.com/problems/k-diff-pairs-in-an-array/
2023	leetcode	java	You have two types of tiles: a 2 x 1 domino shape and a tromino shape. You may rotate these shapes.	790	https://leetcode.com/problems/domino-and-tromino-tiling/
2024	leetcode	java	There is a school that has classes of students and each class will be having a final exam. You are given a 2D integer array classes, where classes[i] = [passi, totali].	1792	https://leetcode.com/problems/maximum-average-pass-ratio/
2025	leetcode	java	Given a 0-indexed integer array nums, return true if it can be made strictly increasing after removing exactly one element, or false otherwise. If the array is already strictly increasing, return true.	1909	https://leetcode.com/problems/remove-one-element-to-make-the-array-strictly-increasing/
2026	leetcode	java	Given a characters array tasks, representing the tasks a CPU needs to do, where each letter represents a different task. Tasks could be done in any order.	621	https://leetcode.com/problems/task-scheduler/
2027	leetcode	java	The power of the string is the maximum length of a non-empty substring that contains only one unique character. Given a string s, return the power of s.	1446	https://leetcode.com/problems/consecutive-characters/
2028	leetcode	java	You are given a map of a server center, represented as a m * n integer matrix grid, where 1 means that on that cell there is a server and 0 means	1267	https://leetcode.com/problems/count-servers-that-communicate/
2029	leetcode	java	Alice has n balloons arranged on a rope. You are given a 0-indexed string colors where colors[i] is the color of the ith balloon. Alice wants the rope to be colorful.	1578	https://leetcode.com/problems/minimum-time-to-make-rope-colorful/
2030	leetcode	java	Given an integer array data representing the data, return whether it is a valid UTF-8 encoding (i.e. it translates to a sequence of valid UTF-8 encoded characters).	393	https://leetcode.com/problems/utf-8-validation/
2031	leetcode	java	Given two string arrays word1 and word2, return true if the two arrays represent the same string, and false otherwise.	1662	https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent/
2032	leetcode	java	Given an array of strings nums containing n unique binary strings each of length n, return a binary string of length n that does not appear in nums.	1980	https://leetcode.com/problems/find-unique-binary-string/
2033	leetcode	java	We are playing the Guessing Game. The game will work as follows: 1. I pick a number between 1 and n. 2. You guess a number. 3.	375	https://leetcode.com/problems/guess-number-higher-or-lower-ii/
2034	leetcode	java	Given the root of a binary tree, return the level order traversal of its nodes' values. (i.e., from left to right, level by level).	102	https://leetcode.com/problems/binary-tree-level-order-traversal/
2035	leetcode	java	Given an array of non-negative integers nums, you are initially positioned at the first index of the array. Each element in the array represents your maximum jump length at that position.	227	https://leetcode.com/problems/jump-game-ii/
2036	leetcode	java	You are given a 0-indexed 1-dimensional (1D) integer array original, and two integers, m and n.	2022	https://leetcode.com/problems/convert-1d-array-into-2d-array/
2037	leetcode	java	You are given an n x n grid where you have placed some 1 x 1 x 1 cubes.	892	https://leetcode.com/problems/surface-area-of-3d-shapes/
2038	leetcode	java	Given the root of a binary tree, find the maximum value v for which there exist different nodes a and b where v = |a.val - b.	1026	https://leetcode.com/problems/maximum-difference-between-node-and-ancestor/
2039	leetcode	java	In a deck of cards, each card has an integer written on it.	914	https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards/
2040	leetcode	java	You are given an integer n, the number of teams in a tournament that has strange rules: - If the current number of teams is even, each team gets paired with another	1688	https://leetcode.com/problems/count-of-matches-in-tournament/
2041	leetcode	java	Given a string s, return the length of the longest substring between two equal characters, excluding the two characters. If there is no such substring return -1.	1624	https://leetcode.com/problems/largest-substring-between-two-equal-characters/
2042	leetcode	java	Given string num representing a non-negative integer num, and an integer k, return the smallest possible integer after removing k digits from num.	402	https://leetcode.com/problems/remove-k-digits/
2043	leetcode	java	You have a convex n-sided polygon where each vertex has an integer value. You are given an integer array values where values[i] is the value of the ith vertex (i.e., clockwise order).	1039	https://leetcode.com/problems/minimum-score-triangulation-of-polygon/
2044	leetcode	java	Given a 2D grid consists of 0s (land) and 1s (water).	1254	https://leetcode.com/problems/number-of-closed-islands/
2045	leetcode	java	Given an array nums and an integer target, return the maximum number of non-empty non-overlapping subarrays such that the sum of values in each subarray is equal to target.	1546	https://leetcode.com/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target/
2046	leetcode	java	Given the root of a binary tree and an integer limit, delete all insufficient nodes in the tree simultaneously, and return the root of the resulting binary tree.	1080	https://leetcode.com/problems/insufficient-nodes-in-root-to-leaf-paths/
