id	source	langauge	query	souce_id	url
1925	leetcode	java	The complement of an integer is the integer you get when you flip all the 0's to 1's and all the 1's to 0's in its binary representation. For example, The integer 5 is "101" in binary and its complement is "010" which is theinteger 2.	1009	https://leetcode.com/problems/complement-of-base-10-integer/
1926	leetcode	java	Given a sorted linked list, delete all nodes that have duplicate numbers. Return the linked list sorted as well.	82	https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii/
1927	leetcode	java	Given an integer rowIndex, return the rowIndexth (0-indexed) row of the Pascal's triangle.	119	https://leetcode.com/problems/pascals-triangle-ii/
1928	leetcode	java	Algorithm is based on a stream of records about a stock. Each record contains a timestamp and the corresponding price of the stock at that timestamp.	2034	https://leetcode.com/problems/stock-price-fluctuation/
1929	leetcode	java	You are given a positive integer n representing the number of nodes of a Directed Acyclic Graph (DAG) You are also given a 2D integer array edges, where edges[i] = [fromi, toi] denotes that there is a unidirectional edge from fromi to toi in the graph.	2192	https://leetcode.com/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph/
1930	leetcode	java	A subarray is defined as a contiguous block of elements in the array. Given an array of positive integers nums, remove the smallest subarray (possibly empty) such that the sum of the remaining elements is divisible by p. It is not allowed to remove the whole array.	1590	https://leetcode.com/problems/make-sum-divisible-by-p/
1931	leetcode	java	Given the radius and the position of the center of a circle, implement the function randPoint which generates a uniform random point inside the circle. The answer is returned as an array [x, y].	478	https://leetcode.com/problems/generate-random-point-in-a-circle/
1932	leetcode	java	Each number is given in array format:  as an array of 0s and 1s, from most significant bit to least significant bit. Given two numbers arr1 and arr2 in base -2, return the result of adding them together.	1073	https://leetcode.com/problems/adding-two-negabinary-numbers/
1933	leetcode	java	Return the number of connected components in nums where two values are connected if they appear consecutively. You are given the head of a linked list containing unique integer values and an integer array nums.	817	https://leetcode.com/problems/linked-list-components/
1934	leetcode	java	Return the restaurant's “display table”. The first row should be a header whose first column is “Table”, followed by the names of the food items. Note that the customer names are not part of the table.	1418	https://leetcode.com/problems/display-table-of-food-orders-in-a-restaurant/
1935	leetcode	java	You are given a large sample of integers in the range [0, 255]. Since the sample is so large, it is represented by an array count where count[k] is the number of times that k appears in the sample.Calculate the following statistics:	1093	https://leetcode.com/problems/statistics-from-a-large-sample/
1936	leetcode	java	Given an array of strings words, return the words that can be typed using letters of the alphabet on only one row of American keyboard.	500	https://leetcode.com/problems/keyboard-row/
1937	leetcode	java	Given an integer n, find a sequence that satisfies all of the following. The distance between two numbers on the sequence, a[i] and a[j], is the absolute difference of their indices, |j - i|	1718	https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence/
1938	leetcode	java	You are given a large integer represented as an integer array digits. The digits are ordered from most significant to least significant in left-to-right order.	66	https://leetcode.com/problems/plus-one/
1939	leetcode	java	You are given an array of network towers towers. All the coordinates are integral coordinates on the X-Y plane. The distance between the two coordinates is the Euclidean distance. The network quality at a coordinate is the sum of the signal qualities from all the reachable towers.	1620	https://leetcode.com/problems/coordinate-with-maximum-network-quality/
1940	leetcode	java	A split is called good if you can split s into two non-empty strings sleft and sright where their concatenation is equal to s. Return the number of good splits you can make in s.	1525	https://leetcode.com/problems/number-of-good-ways-to-split-a-string/
1941	leetcode	java	implement the BSTIterator class that represents an iterator over the in-order traversal of a binary search tree. Initialize the pointer to a non-existent smallest number. The first call to next() will return the smallest element in the BST.	173	https://leetcode.com/problems/binary-search-tree-iterator/
1942	leetcode	java	A uni-value grid is a grid where all the elements of it are equal. You are given a 2D integer grid of size m x n and an integer x. In one operation, you can add x to or subtract x from any element in the grid.	2033	https://leetcode.com/problems/minimum-operations-to-make-a-uni-value-grid/
1943	leetcode	java	A binary search tree is a binary tree where for every node, any descendant of Node.left has a value strictly less than Node.val. A preorder traversal of a Binary Tree displays the value of the node first, then traverses Node.right.	1008	https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal/
1944	leetcode	java	The game involves two players playing a game of chess. The game is won if one of the players wins the game.	1025	https://leetcode.com/problems/divisor-game/
1945	leetcode	java	Given two integer arrays pushed and popped each with distinct values, return true if this could have been the result of a sequence of push and pop operations on an initially empty stack, or false otherwise.	946	https://leetcode.com/problems/validate-stack-sequences/
1946	leetcode	java	Given a 0-indexed integer array nums, find the leftmost middleIndex (i.e., the smallest amongst all the possible ones) If middleIndex is 0, the left side sum is considered to be 0. Similarly, if middleIndex == nums.length - 1, the right side sum has the same value.	1991	https://leetcode.com/problems/find-the-middle-index-in-array/
